LON,LAT,TEMPC,TEMP.MAXC,TEMP.MINC,PREC,WDSP
130.717,31.8,27.1,30,20,0,8.1
131.733,33.483,27.3,28,26,0,3.9
131.45,32.083,26.3,29,23,NA,5.7
129.917,32.917,29.8,33,25,0,6
130.85,32.833,29.5,35,23,0,5.3
134.617,34.133,27.9,31,25,NA,5.4
134.633,34,27.6,31,24,0,5.9
132.783,33.85,26.9,31.9,23.8,0,4.2
133.75,34.283,28.2,32.3,25.5,0,4.1
134.05,34.317,28.7,32.3,25.1,0.51,4.1
132.55,33.233,26.7,31.3,22.5,0,4.8
134.567,34.067,28.3,32.6,24.4,0,4.2
132.7,32.917,27.3,32.2,23.3,0,5.8
133.017,32.717,27.6,30,25,2.03,3.7
123.017,24.467,28.4,33.4,25.4,18.03,17.7
124.167,24.333,29.2,32.5,26.8,0,16.3
125.283,24.8,28.6,30.8,26,0,12.2
125.133,24.817,30,32,27,NA,19
126.8,26.333,29.5,32.7,27.5,0,7.8
127.767,26.35,28.7,32,26,0,11.1
127.683,26.2,28.8,31.7,26.6,1.02,11.2
128.699,27.433,29.2,32.1,27.6,0,13.4
142.183,27.1,28.4,29.3,26.7,3.05,10.9
97.417,27.333,28.9,34,21,0,0.2
97.4,25.367,29.7,34.5,24.8,0,2.5
94.917,24.867,26.8,30.5,22.5,NA,0.2
94.3,23.2,26.3,28,26,NA,1
95.133,22.1,27.3,31,25,NA,0.5
96.1,21.983,27.2,31,23.8,NA,0.3
92.883,20.133,28.8,31,22.5,0,7
93.55,19.417,28.8,32,25.5,NA,3.1
95.217,18.8,29.4,34.6,23,0,1.8
96.467,18.917,29.2,32,24.2,NA,1
94.767,16.767,27.5,30.8,24.5,0,0
98.6,12.433,24.7,26.5,23,NA,3.6
97.833,19.3,28.5,33.6,24.2,10.16,1.2
99.033,19.917,19.1,21,17.5,4.83,4
99.883,19.967,27.2,32.5,23.8,2.54,2.2
99.883,19.967,28.3,31,24,0,5.3
104.65,17.383,30.6,32,28,0,2.8
99.767,19.867,26.9,32.3,23,3.3,0
100.883,19.417,26.9,31.5,22.8,0.25,0
99.9,19.133,27.6,33,23.8,0,0
100.8,19.117,28.3,33.3,23.5,1.78,0
97.933,18.167,26.8,31.3,24.5,10.41,0
98.983,18.783,27.6,33.6,23.6,13.21,2.5
99.033,18.567,28.2,33.8,23.8,11.43,0.7
100.75,18.867,28.4,32.7,23.9,0,0
101.733,17.4,27.1,32.1,23.3,0.25,0.4
102.717,17.867,28.8,32.8,24.2,18.03,1.9
101.733,17.45,27.8,32.1,23.6,0.25,1.4
104.133,17.15,28.9,33.5,24.5,0,0.8
104.783,17.417,28.9,34.3,24.5,17.53,0.8
104.783,17.433,28.5,33.2,23.9,3.05,0.6
99.8,17.1,29.6,34,24.4,1.52,0.6
101.25,16.767,28.9,33.8,23.3,0,0
98.55,16.667,28,33.5,23.8,5.08,0
99.15,16.883,28.5,33.5,24.3,0,1.2
100.267,16.783,29.2,33,24.5,53.85,1.6
103.067,16.233,28,32.3,23.7,1.27,1.8
100.283,16.433,28.4,33,24.4,2.54,1.2
102.033,15.8,27.6,32.6,23.8,0,1.7
104.25,15.033,27.8,31.4,25.6,13.46,0.6
100.717,14.517,27.9,32.6,24.5,1.52,1.3
103.683,15.317,28.4,32.8,25,2.03,1
101.183,15.267,28,33.5,23.4,1.52,1.5
98.633,14.75,26.5,33.2,24.5,29.46,0
100.133,14.467,28.1,33.1,24.2,0.51,0.1
100.617,14.8,27.2,32.1,25,23.62,0.6
99.867,14.3,27.5,33,24.3,18.54,0.2
100.767,13.683,27.4,30.5,22.8,5.33,5.6
102.167,14.717,26.2,29.5,23.1,0.25,0
101.317,14.633,25.8,29.8,22.4,39.88,1.9
102.8,14.583,25.7,31,23.8,15.75,0.7
103.25,15.233,26.8,31.5,23.2,1.02,1.3
101.7,13.983,27.8,32.7,24.7,4.06,0
102.033,13.783,26.7,32.2,24.3,1.27,1
100.567,13.733,27.9,31.5,25.3,7.62,1
101.45,13.5,25.6,29.7,23.2,0.51,0.2
100.867,12.917,26.8,29.5,24.9,10.92,3
102.583,13.7,26.9,31.3,24.6,9.14,0
100.883,15.083,26.9,28.5,24,20.32,6.4
99.783,13.483,27,31.6,24.9,1.78,1
100.067,13.15,27.1,32.2,24.5,14.22,4.2
99.95,12.583,28.1,32,25.4,7.87,3.2
101.133,12.733,26.8,29.5,23.4,12.19,0.4
102.167,12.5,26.6,30.2,23,46.99,1.2
99.817,11.817,26.5,30.9,24.3,4.83,3.2
102.883,11.767,25.8,29.2,24.1,71.88,2.5
99.1,10.333,25.7,28.7,23,36.83,2.5
98.617,9.983,24.8,27.8,23.4,94.74,3.5
99.15,9.117,24.8,26.6,23.4,21.34,2.7
99.95,8.533,25.9,30,23,1.78,1.2
99.5,8.433,25.1,28.5,23.4,17.78,0
99.95,8.533,26.7,30,25,NA,2.5
98.983,8.1,24.5,26,23,NA,3.6
102.317,16.267,26.8,29,25,NA,6
98.983,8.1,24.5,27.1,20.8,42.42,1.8
98.4,7.883,25.7,27.5,24,26.92,3.4
98.317,8.132,25.9,28.1,24,12.19,11.5
99.05,7.533,26.7,28,24.3,30.99,17.8
99.617,7.517,24.4,26.8,22.6,37.59,0.6
100.617,7.2,26.1,30.1,23.5,11.18,4
101.15,6.783,24.8,31.5,23.6,23.62,1
101.817,6.417,26.3,33,23.8,34.29,0.6
99.733,6.333,26.2,28,24,NA,6.7
100.267,5.3,25.8,31,23.8,2.03,3.4
101.083,4.567,25.4,32,23,NA,4.7
102.283,6.167,25.7,30.5,23,0.25,3.7
101.55,3.117,28.1,33,23.6,0,4.4
101.7,2.717,27,31.1,23,1.78,6.1
102.25,2.267,27.7,31,24,0.51,4.5
103.667,1.633,27.2,32,24,0,2.3
103.917,1.367,28.8,30,27,0,4.5
103.867,1.417,28.8,31,26,0,4.1
103.9,21.333,25.2,31,20,0,1.5
106.25,22.667,26.5,33.8,21.4,0,1
106.767,21.833,26.2,32.3,21.1,0,2.4
107.717,20.133,28.8,30.7,27.1,0,6.6
107.583,16.433,29.5,34.7,24.2,0,3.7
108.783,15.133,29.9,33.4,26,0,1.9
109.217,13.767,29.6,33.2,27,3.05,3.9
108.083,12.683,24.9,27.8,21.9,0,1.9
109.217,12.217,28,32,26,6.86,2.9
108.1,10.933,27.8,31.3,25.6,0,6.3
114.333,11.417,28.8,29.6,25.6,7.62,13.1
106.667,10.817,26.3,29.1,24,1.02,8.9
105.083,10,25.9,26.9,24.7,29.97,12.1
105.15,9.183,25.8,28.5,24.4,29.46,3.6
103.467,9.283,25.3,27.2,24.5,32,1
106.6,8.683,28,30.5,24.5,28.19,7
111.917,8.65,28.5,30.7,25.4,8.89,10.7
101.883,21.633,23,26.9,19,0,1.9
101.467,21.05,26.1,31.8,21.2,1.02,2.3
102,20.683,24.8,28,21,0,1.9
100.433,20.25,28.2,33.1,23,2.03,4.3
104.233,20.417,24.8,29.2,17.8,0,1.9
102.133,19.883,27.9,34,24,3.05,1.3
103.133,19.467,23.9,28,19,7.87,0.8
102.567,17.95,29.6,33,24.2,0,2.5
102.4,18.467,28.8,32.6,23.4,7.11,3.5
102.633,18.283,27.3,32.2,21.6,0,2.3
104.65,17.383,30.1,33.4,25.2,7.11,3.1
104.65,16.55,29.1,32.5,24.7,0,1.6
106.433,15.683,28.9,31.5,25,9.91,1.9
126.65,51.717,24.6,31.9,16.7,0,3.9
121.7,50.45,18.1,28.4,8.5,0,3.4
127.45,50.25,23.8,32.1,16.6,0,3.2
119.7,49.25,23.3,29.8,17.1,0,11.7
123.717,49.2,21.3,29.7,12.9,0,3.9
125.883,48.05,23.9,29.2,17.5,0,3.6
131.983,47.233,23.1,28.9,14.9,0,2.7
123.45,46.4,24.2,30.5,18.7,0,5.3
132.183,46.317,24.1,28.8,17,0.51,2.2
126.767,45.75,23.4,28.4,17.4,0,1.5
127.967,45.217,21.6,25.1,16.4,1.52,2.2
130.949,45.283,23.1,27.9,15.7,0,4.9
132.967,45.767,23.8,28,16.2,0,2.2
86.35,48.05,16.2,22.4,7.6,0,2.8
83,46.733,18.2,25,9.6,1.52,2.7
90.533,45.367,10.9,14.6,7.3,0,4.9
82.9,44.617,18.3,23.8,14.9,5.59,4.2
89.567,44.017,13.8,18.1,8.3,0,3.1
81.333,43.95,18.9,26.4,13,3.05,4.4
87.65,43.8,14.6,15.5,12.4,0,3.4
87.467,43.9,15.7,18,13,0,3
86.333,42.667,12.4,17.6,11.3,12.19,2.8
84.15,43.033,7.4,12.6,4.4,0,5.5
89.2,42.933,27.2,31.7,22.6,0,2.7
86.133,41.75,25.7,30.1,20.3,0,7.3
75.983,39.467,27.2,31.1,19.6,0,6.7
78.45,40.933,18.3,27.6,12,7.11,5.5
78.567,39.8,26.3,33,21.1,0,2.9
83.667,39,27.2,32.3,18,0,8.3
87.7,40.633,25.9,33.3,16.1,0,6.8
88.167,39.033,26.8,32.4,21.6,0,9.5
77.267,38.433,26.1,32,19.8,0,2.4
90.85,38.25,20.4,29,11.3,0,4.6
95.133,43.6,23.6,29.1,19.1,0,14.4
93.517,42.817,25.8,33.6,18.9,0,2.2
97.033,41.8,17.9,26.8,11.4,0,10.4
102.367,41.367,31.4,37.1,24.1,0,10.5
97.033,40.267,23.6,30.8,12.2,0,6.1
98.483,39.767,22.4,30.3,12.9,0,3.4
103.75,36.017,19.9,28,12,0,3.6
103.083,38.633,25.6,33.4,17.7,0,7.5
100.133,37.333,11.9,20.1,4.2,0,5.6
102.867,37.2,14.6,20.4,6.3,0,9.4
93.083,35.217,5.7,11.4,0.1,0,4.2
104.15,35.867,19.1,27.3,9.1,0,5.6
112,43.65,25.5,32.4,18,0,4.4
114.95,44.017,22,28.6,14.6,0,4.1
106.383,41.45,25.1,31.8,17.4,0,10.2
108.517,41.567,22,29.5,15.7,0,4.1
113.067,41.033,19.3,25.6,10.9,0,4.2
113.333,40.1,21.2,25.8,13.3,0,2.8
105.75,39.783,26.1,33.9,15.5,0,8.9
109.983,39.833,20.4,27.1,14.4,0,7
111.15,39.383,22.5,29.7,12.5,0,3.9
106.2,38.467,23.4,31.2,15.7,0,2.7
114.417,38.033,24.8,28.5,20.2,0,2.5
107.383,37.8,20.3,26.3,13.8,0,5.1
111.1,37.5,19.4,26.6,14.7,1.02,3.6
114.5,37.067,24.6,29.2,20.7,0,1.7
111.917,37.033,20.6,26.7,14.5,0,1.7
114.4,36.05,24.6,29.1,20.6,0,1.4
107.633,35.733,19.4,23.7,15.7,0,4.7
111.05,35.05,25,29.8,19.3,0,4.6
112.4,35.483,21.7,27.2,16.7,0,2.8
117.6,44.583,20.5,26.9,14.6,0,5.6
120.9,44.567,23.8,29,18.5,0,3.2
124.333,43.183,21.4,22.7,20.1,22.35,2.2
126.583,46.017,22.8,28,19,NA,4.4
118.833,42.3,21.3,27.9,13.3,0,2.2
122.533,42.417,21.8,24,20.2,2.54,2.7
124.95,42.1,20.7,22.7,19,13.46,1.1
129.5,42.867,21.4,26.8,16.9,2.79,3.9
116.633,41.2,19.7,26.1,12,0,3.9
120.45,41.55,21.9,26.1,18.7,0,2.5
123.483,41.633,21.9,23,21,NA,3.9
123.783,41.317,21.1,24.4,19.6,67.06,2.8
126.917,41.717,20.5,22.3,17.3,21.34,0.5
126.15,41.1,21.7,23.6,19.7,44.7,0.6
114.883,40.783,22.6,28.1,16.2,0,4.1
115.5,40.417,22.2,28.2,15.4,0,3.6
118.95,40.4,25.3,30.3,16.9,0,3.3
122.2,40.667,23.3,24.7,21.8,151.38,3.6
124.783,40.717,21.7,22.8,21.2,76.45,3.1
116.283,39.933,24.1,30,18.9,0,3.6
117.167,39.1,25.2,29.5,19.2,0,3.1
117.333,39.117,25.1,29,22,0,3.7
118.1,39.65,24.6,30.2,17.1,0,2.8
118.9,39.433,25.1,28.9,19.5,16,2.2
115.483,38.733,23.4,29.2,16.4,0,1.9
121.633,38.9,23.7,26,21,74.42,4
116.567,37.333,24.1,28.4,21.6,0.51,2.8
117.533,37.5,23.3,26.7,21.8,5.33,2.2
120.317,37.617,24.9,28.5,22.8,10.92,2.7
122.683,37.4,22.9,23.6,22.4,5.08,14.8
115.667,36.233,23.8,28.6,20.2,6.1,3.1
117.05,36.6,23.6,27.6,21.8,1.78,3.6
119.183,36.767,24.5,29.3,21.9,0.76,1.9
121.167,36.767,24.4,26.8,22.9,8.64,7.5
92.067,31.483,9.7,17.1,3.4,0,2.7
88.883,29.25,15.8,22.9,7.3,0,2.2
91.133,29.667,16.7,23.4,10.2,0,2.7
89.083,27.733,7.4,13.2,0.6,0.51,8.7
92.433,34.217,8.1,14.7,3.1,0,3.6
95.3,32.9,10.2,17.2,3.6,0,2.8
97.017,33.017,10,21,0.4,0,2.4
98.217,34.917,7.3,15.7,-0.7,0,3.9
101.6,34.733,9.2,19.4,-1.7,0,1.9
102.9,35,13.7,23.8,4.3,0,2.7
104.917,33.4,26.1,31.9,21.4,0,3.6
95.6,31.417,10.9,20.5,2.8,2.79,2.7
97.167,31.15,16.3,25.6,5.7,0,3.6
100.333,32.283,6.6,17.7,-4.2,0,3.9
101.117,30.983,14.3,25.8,5.4,0,2.2
102.233,31.9,14.1,27.6,4.6,0,2.2
100.267,30,9.3,17.7,2,0,1.4
100.3,29.05,9.4,17.2,1.7,0,3.6
98.883,28.45,11.7,20.5,5,0,4.4
101.5,29,12.1,22,3.7,1.27,5.3
103.283,26.417,19.7,26.1,12.5,0,3.3
104.283,26.867,18.2,24.1,10.9,0,3.6
98.483,25.117,20.4,25.8,15.3,0,3.6
100.183,25.7,19.2,25.8,12.4,0,2.2
101.867,25.733,23.8,31.9,17.7,6.1,1.7
97.85,24,23.6,27.5,21.4,9.91,2.5
100.217,23.95,22.6,27.5,18.8,0.25,3.9
99.933,22.567,23.2,28.1,20.1,2.79,1.7
101.817,22.617,21.9,27.7,19.4,2.79,1.1
107.383,34.517,22.3,25.5,18.5,0,5.6
110.083,34.483,16,19.4,13.1,0,2.5
112.433,34.817,24.4,28.3,20.5,0,3.6
113.65,34.717,23.7,30,19,0,3.2
107.033,33.067,25.6,29.6,21.6,0,2.4
112.583,33.033,25.7,29.8,21.7,0,3.4
111.667,32.383,25.4,30.7,20.9,0,1.9
112.667,32.15,25.9,30.1,21,0,1.9
114.017,33,25.8,30.6,21.9,0,1.4
105.967,31.583,28.5,34.4,23.2,0,1.7
109.467,30.283,25.7,32.6,20.3,0,2.2
111.3,30.7,26.8,32.3,21.8,0,2.4
114.05,30.6,26.4,31.5,21.7,0,3.9
110.167,29.4,25.7,32.7,19.2,0,1.9
113.083,29.383,27.4,31.5,23.3,0,4.7
114.583,29.033,27.2,33.7,22,0,2.8
105.383,28.783,30.8,38.1,22.9,0,3.9
110.4,28.467,26.2,32.3,20.5,0,3.3
111.683,29.05,27.1,32.2,23,0,2.2
109.683,27.45,25.9,33.9,19.6,0,2.9
106.733,26.583,23.8,30.9,17.4,0,4.9
109.783,26.167,24.8,32.6,17.6,0,4.2
110.633,26.733,26.7,32.1,22.2,0,3.1
111.617,26.233,27.8,31.8,23.2,0,4.6
107.55,25.833,24,32,16.9,0,1.9
115,25.867,28.1,31.9,25,0,3.4
115.767,33.883,25.2,29.8,22.2,2.54,2.9
119.033,33.667,26.1,30.1,24.4,2.29,3.2
120.25,33.767,26.9,29.9,24.3,4.06,5.8
118.9,31.933,26.8,30.2,24,20.07,4.4
121.467,29.817,27.8,32,25,0,7
120.283,32.85,27.3,30,24.1,7.37,5.6
121.6,32.067,27.1,29.8,25,0.51,6.6
116.333,31.4,23.8,27.4,21.1,0,1.5
117.233,31.867,26.3,30.7,23.3,0,1.9
121.783,31.133,27.8,30,26,0,10.6
118.583,31.15,28.2,32.8,24.4,0,4.7
119.483,31.433,27.4,31.2,24.5,3.3,3.2
117.05,30.533,26.9,29.8,24.2,0,4.6
118.15,30.133,16.2,17.4,15,0,10
120.167,30.233,26.5,30.5,23.6,12.95,2.6
122.45,30.733,26.9,28.9,24.1,42.16,11.4
122.117,30.033,27.9,31.5,25.5,16,4.9
115.983,29.583,20.2,23.6,17.1,1.02,3.9
117.2,29.3,27.4,33.4,23.6,0,1.7
120.817,29.6,26.8,32.4,23.1,0,3.4
121.95,29.2,27.1,30.2,25.4,10.16,6.3
118.867,28.967,26.4,30.8,23.4,1.02,7.8
119.917,28.45,25.7,29.4,23.4,17.02,1.5
121.883,28.45,27.6,29.8,25.2,7.62,10.7
118.033,27.767,27,34,23.5,3.3,3.3
118.533,27.917,26.7,31.9,22.3,0,2.8
116.333,26.85,28.1,33.1,24.3,0,5
119.283,26.083,28.6,32,25.6,4.32,17.1
117.4,25.3,28.9,33.4,25.2,0,5.6
109.4,24.35,29.6,33.8,24.9,0,2.8
110.517,24.2,28.4,34.8,21.6,0,3.1
112.367,24.8,27.5,33.1,21.5,0,4.2
114.483,24.367,28.6,33.2,24.8,0,2.9
118.083,24.483,31.2,35,28.2,0,12.8
105.95,23.3,24.8,31.2,19.2,0,2.2
110.083,23.4,29.5,34.9,24,0,1.7
114.733,23.8,30.1,34.4,26.3,0,6.8
108.217,22.633,28.5,34,21.3,0,2.9
115.367,22.783,30.9,34.6,26.7,0,2.9
120.75,22,24.9,25.8,24.4,321.06,16.3
121.15,22.75,26.7,28.8,25.1,208.03,10.5
121.55,22.033,24.5,25.5,23.6,112.01,38.6
108.617,21.95,30.2,35.3,25.8,0,3.2
110.4,21.217,29.3,34.1,25.1,0,3.9
111.967,21.867,29.5,33.7,24.5,0,5.3
110.467,19.233,29.6,36.2,25.2,14.99,2.2
109.583,18.217,26.7,29.4,24.3,0,4.9
114.367,10.383,29.2,31,28.4,5.08,16.3
-17.75,28.617,24.4,28,21.8,0,8.2
-16.317,28.467,19.8,23.8,15,0,11.8
-16.567,28.05,24.3,27,20.6,0,12.6
-13.217,27.167,23.6,30,18,0,14.1
-13.6,28.95,24.1,28.5,20.9,0,11.7
-7.683,62.1,8.3,11.5,7.2,0,19.6
-10.183,29.367,20,23.2,18.7,0,5.8
-15.933,23.717,21.3,24.8,19.1,0,19.8
-5.3,35.167,28.1,33.1,19.5,0.51,7.2
-6.767,62.017,8.6,10.4,7.7,0,19.8
-6.767,34.05,22.3,27.2,17,0,4.2
-4.983,33.933,27.1,35.6,19.6,0,4.2
-5.533,33.883,26.1,34.7,18,0,4.5
-7.667,33.567,23.8,27,21.4,0,3.4
7.867,55.5,15.3,16,14,NA,22.4
-4.733,32.683,23.9,28.8,21.5,2.03,4
-3.017,34.983,26.1,30,24,NA,7.6
4.8,55.717,14.1,15,12,NA,29.4
-11.15,28.45,20.9,24.5,18.1,0,12.7
-5.333,35.583,25.3,29.6,22.3,0,6.6
10.333,57.383,13.8,18.4,11.8,0,11.7
-2.95,35.283,26.4,28.8,24.8,0,7.2
-3.017,34.983,25.6,29.8,19.2,5.08,6.3
5.883,36.817,26.4,27,24.4,0,11.5
3.217,36.683,25.3,31,21,0,8.4
5.067,36.717,25.6,28.5,22.7,0,9.6
10.633,57.733,14.8,17.3,13.2,1.02,19.4
1.333,36.217,30.6,38.8,24,0,6
0.117,35.883,27.1,34,22,0,3.1
-0.65,35.7,25.8,26.4,25,0,7.6
4.5,35.667,31.7,37.6,23.9,0,4.4
8.117,35.417,24.6,32.1,17.8,0,5.4
10.1,56.567,13.4,18,11,NA,12.3
0.55,35.733,32.9,39.6,23,0,3.8
0.15,35.217,27.3,38,20,0,7.2
1.467,35.35,28.2,36.5,18.7,0,5.1
2.317,35.167,30.5,36.1,20.4,0,0.8
4.2,35.333,31.7,37.2,23.1,0,2.8
5.733,34.8,32.9,38.8,27.8,0,3.2
-1.467,35.017,26.3,31.9,22,0,6.1
0.15,34.867,28.9,38,20,0,6.5
0.067,34.15,31.4,35.4,26.2,0,4.2
1,33.667,26.3,33,19.2,0,5.8
6.133,33.117,33.3,40,26.4,0,3
6.783,33.5,33.5,40,27.4,0,5.6
-0.6,32.767,29.8,36.3,22,0,5.6
3.8,32.4,35.4,42.4,28.9,0,5.8
5.4,31.933,37.4,45,28.5,0,7.2
6.15,31.667,35.9,43.5,26.7,0,5.2
2.867,30.567,33.3,43,22,0,0.9
6.7,29.717,38,42.3,25,0,6.7
0.283,29.25,35.1,43.9,24.8,0,9
9.633,28.05,32.3,38.4,23.3,0,4.4
-0.183,27.883,36.4,44.4,26.8,0,13.2
0.95,21.333,33.3,39,29,0,17.1
2.5,27.233,36.7,44.5,29.7,0,13
2.5,27.25,36.8,44,29,0,13.5
5.117,25.217,32.3,39.1,24.6,0,9.8
4.65,24.75,33.6,38.8,27.6,0,6.4
9.467,24.267,30.7,36.2,23.3,0,8.4
5.433,22.8,26.8,34.7,19.2,5.08,5.4
9.8,37.25,25.2,28.6,22.7,0,12.3
8.8,36.483,25.5,31.5,21.1,0,6.6
10.433,36.083,26.8,33,23,0,12.9
10.1,35.667,28.6,35.4,23.9,0,4.3
8.683,35.55,21.7,28.2,14.9,0,7.6
8.167,33.917,31.8,36.6,27,0,14.8
10.1,33.883,27.6,31,23.2,0,11.6
10.767,33.867,28.8,33.4,26,0,10.1
10.483,33.35,30.3,34.1,25.2,0,7.1
9.3,31.683,36.8,41.5,22.9,0,12.1
11.517,56.717,15.7,17.2,13.8,0,23.6
8.567,55.533,14.7,17.4,11.9,1.02,14.4
12.917,18.683,31.9,41,23,0,2.9
7.967,16.967,31.2,36.5,24.3,0,5.5
10.3,13.983,26.1,33,21.8,0,2.3
2.167,13.483,30,35,26,0,3.9
9.333,55.433,14.8,16,13,NA,13.6
8.983,13.783,27.3,32.6,21.3,4.06,1.8
9.983,54.85,14.7,17.4,12.6,14.99,21.8
0.983,20.2,31.6,38.9,27.8,19.05,6.5
-3,16.717,30.1,38.2,25.3,0,9.6
-0.05,16.267,28.4,33.4,23,2.03,7.8
-7.283,15.167,29.2,35.5,25.6,0,3.5
-11.44,14.482,29.4,34.6,25.5,0,5.2
-4.833,13.333,29.8,36.8,25.1,0,3
-11.233,12.85,27.7,34.5,24.4,7.11,1.7
-7.95,12.533,27.3,33.4,22.5,0,3.1
-5.467,12.383,27.2,32,23.7,0,5
-5.683,11.35,26.3,30.7,22.5,0,5.2
-12.483,22.75,35.1,42.6,27.4,0,12.4
-17.033,20.933,24.9,31.7,22,0,15.1
-14.367,19.75,38.7,44.3,32.5,0,10
-15.95,18.1,29,33.6,27,0,6.9
12.183,54.883,15.4,17.8,13.2,10.16,15.4
-13.517,16.149,32,36,28,0,6.8
-7.267,16.6,33,38,27.3,0,7.5
11.6,55.733,14.8,18.4,13.1,2.54,10.8
-16.483,16.05,28.7,31,27,0,5
-17.5,14.733,27.9,31.2,24.7,0,3.8
11.717,56.2,14.9,17.2,13,NA,NA
11.283,56.017,14.8,16.9,12.9,7.62,21.7
-12.217,12.567,23.2,25,21.6,0,4.6
-16.633,13.2,26.1,32.2,22.5,22.1,5.6
12.15,55.4,14.1,18,12,11.18,8.6
12.65,55.617,15.4,18.1,13,9.91,13
-13.617,9.567,25.3,27.5,24,19.05,11.4
-13.2,8.617,24.2,25,24,NA,6.9
-5.667,-15.933,15.2,17,0,3.56,14.4
14.783,55.3,15.7,17.7,13.4,4.06,15.7
6.717,0.383,26.1,29,22,0,8.1
42.717,-17.05,25.6,28.7,23.7,0,NA
56.75,-10.433,26.4,28.7,24,1.02,11
57.5,-20.3,19.6,23,17,0,6
3.35,52.367,15.7,17.2,14.7,NA,21.9
3.633,53.267,15.6,17,14,NA,25.2
4.15,52.917,13.4,15,12.9,NA,22.2
19.333,29.467,28.6,35.8,21.8,0,4.3
14.45,25.933,31.6,37.5,24.1,0,6.8
25.133,31.567,25.4,30.4,20.4,0,4.9
27.217,31.333,25.9,30.6,20.2,0,8.8
28.433,31.016,26.3,31.2,21,0,4.2
29.933,31.167,27.3,32,23,0,6.6
32.232,31.283,26.7,30.8,24,0,8
32.299,31.267,27.5,30,25,0,8.5
31.183,30.1,27.6,33.2,24,0,7.3
34.583,25.55,33.6,35,31,0,12.7
30.733,28.083,29.4,36.8,21.6,0,7.4
31.017,27.05,30.3,36.4,23,0,8.3
4.767,52.3,14.2,17.5,10.9,10.92,11.4
32.75,26.2,33.2,40.6,25.1,0,6.5
32.783,23.967,34.6,42,27.4,0,6.8
4.917,53.25,15.7,18,13,NA,20.5
27.983,27.05,30.1,37.2,18.9,0,2.9
28.967,25.5,31.6,40.2,22.8,0,4.3
30.533,25.45,33,44,22.2,0,6.4
33.733,29.917,26.3,34.2,17.6,0,6.7
32.717,29.583,30,35.3,24.2,0,5.9
33.183,28.9,30.8,35.8,26.6,0,7.9
34.25,26.133,31.8,34,27.1,0,7.5
34.767,29.6,26.4,34,20,0,9.1
3.217,53.217,15.5,17,14.3,0,23.8
4.6,52.5,16.1,17.9,12.9,8.13,NA
5.35,52.883,14.9,18.3,12.8,0.25,14
5.533,52.45,13.2,16.5,10.8,11.43,10.2
3.6,51.45,15.4,18,13,NA,18.5
5.883,52.7,13.4,15.9,11.4,0,9.2
6.583,53.133,13,16.8,10,0.51,11.3
6.65,52.067,13.6,18,11.1,2.79,7.4
3.283,52,16.1,17,13.4,0,21.4
4.1,51.983,15.1,18,12,21.08,17.1
4.45,51.95,14.8,18,11.7,36.07,11.3
4.933,51.967,14.1,17.8,11.4,6.6,10.2
30.917,3.05,19.6,22,17,NA,8.3
35.617,3.117,28.2,35.5,26,0,7.6
32.9,2.25,20.9,25,18,NA,7.9
33.617,1.717,23.4,26,21,0,8.3
33.183,0.45,19.2,20,19,NA,3.6
35.233,0.4,16.1,20,12,2.03,4
30.65,-0.617,21.8,24,17,0,10.8
36.967,-0.433,15.1,18.9,12,0.51,5.2
39.633,-0.467,27.8,32.5,23.5,0,9.6
31.817,-1.333,20.6,23.2,18.6,2.03,1.9
36.75,-1.3,15.3,17,14,NA,1
36.817,-1.317,16.2,19,14,0,2.1
40.833,-2.2,27.1,30.4,24.8,0,8.5
36.633,-3.333,18.5,23,14,0,12.7
37.067,-3.417,21.3,27.8,16.8,0,3.3
38.567,-3.4,26.6,29,19,0,10
5.75,50.9,13.8,17,11,2.54,10.7
29.667,-4.883,24.7,31,17.4,0,4.6
32.833,-5.083,25.1,29.8,18,0,9
35.767,-6.167,20.8,27.6,16,0,13.5
37.65,-6.833,23.7,30.1,17,0,1.5
31.633,-7.967,18.3,26.5,10.5,0,6.5
35.767,-7.633,19.9,26,14,0,10.8
33.467,-8.933,17.9,24.1,11.4,0,12.6
40.183,-10.267,25.2,31.7,18.6,0,15.1
55.517,-4.667,27.7,30.4,25.3,0.51,8.4
2.65,51.083,14.1,18.5,10.9,6.6,10.4
2.867,51.2,14.1,18.5,10,42.16,10.9
3.2,51.333,14.9,18.1,12.3,1.78,15.1
15.433,-4.383,25.2,31,19,0,3.2
3.817,51.183,15.1,18.6,12.1,3.05,9
3.833,50.567,14.1,17.9,11.7,NA,8.7
3.983,50.983,14.3,17.2,12,1.27,7.4
28.917,-2.467,20.3,26.5,16.1,0,4.6
13.95,-4,25,30.8,21.9,0,5.5
12.617,-3.483,26,31.3,22.5,0,2.5
13.35,-3.683,23.5,29,21,0,0.5
16.216,-2.617,27.7,34.1,22.9,0,2.8
14.767,-2.533,23.4,30,19.5,0,4.4
15.85,-1.9,28.7,32.1,26,0,1
15.65,-0.017,25.4,32.5,21.2,0,2
16.05,1.617,25.3,31.9,21.8,0,1.3
18.067,1.617,24.3,30.5,21.8,3.05,2.3
4.45,50.467,13.8,17.6,10.8,4.32,11
4.467,51.2,14.8,17.2,12,2.54,9.4
8.75,-0.7,25.1,27.4,23,0,9.5
4.533,50.9,14,16.7,11.9,0,9.2
13.4,-1.667,26.8,32,20.3,0,1.9
4.683,50.567,13.8,17.7,11.2,0.51,10
15.633,5.967,20.1,27.9,17.2,8.89,10.6
